1781,Metaphysics,Ang,Maye,5.46
1898,The Narrows (Harry Bosch #10; Harry Bosch Universe #12),Angat,Judd,8.6
1713,The Dinner,Angeles Paz,Clint,8.8
1985,White Oleander,Anggarkusuma,Carolyn,7.88
1813,The Stand: Soul Survivors,Anghelescu,Gabriella,7.33
1729,Gone (Quincy & Rainie #5),Anghelescu,Leigh,1.24
2012,Scott Pilgrim Volume 6: Scott Pilgrim's Finest Hour,Anglesjo,Talen,2.46
1843,Airhead (Airhead #1),Anikanova,Levina,7.92
1807,In Search of Schrödinger's Cat: Quantum Physics and Reality,Anikanova,Theresia,7.79
1896,Love & Misadventure,Anikanova,Truman,1.93
1908,The Space Between Us,Anikina,Audrey,8.23
1724,Aura,Ankutse,Tamatha,3.92
1937,The Infinite Sea (The 5th Wave #2),Anshba,Murray,5.01
2007,The Matlock Paper,Anstey,Seldon,6.46
1739,Rudolph the Red-Nosed Reindeer,Anthony,Remington,9.99
1839,City of Glass (The Mortal Instruments #3),Antonakis,Burke,4.17
1938,Wondrous Strange (Wondrous Strange #1),Antonakis,Chelsy,2.45
1794,When Things Fall Apart: Heart Advice for Difficult Times,Antonakis,Press,1.22
1938,The Fever,Antonana Iriarte,Ina,4.64
1747,Castle in the Air (Howl's Moving Castle #2),Antonana Iriarte,Obie,3.9
1859,Leo,Antonoplis,Marin,5.04
1951,Waiting For You,Antonoplis,Myrtis,2.94
1764,The Devil's Alternative,Antosik,Alivia,1.55
1912,The Finding (Law of the Lycans #5),Antypina,Emile,9.59
1681,Nefertiti,Anuchan,Darrel,3.19
2002,The Mephisto Club (Rizzoli & Isles #6),Anzola,Louise,1.76
1934,The Unusual Suspects (The Sisters Grimm #2),Aoki,Shelly,7.4
1709,Die for Me (Revenants #1),Apaolaza Miradevilla,Christa,3.01
1659,Fear Nothing (Moonlight Bay #1),Apaolaza Miradevilla,Zaria,4.53
1880,Sweetheart (Archie Sheridan & Gretchen Lowell #2),Apostu,Avery,3.74
1968,Epilogue (The Dark Duet #3),Appel,Elida,7.81
1989,The Power of Myth,Appelmans,Junius,7.43
1967,Of Mice and Men,Applebaum,Shanon,9
1814,Seconds,Appleton,Dale,6.05
1926,Shadow Spell (The Cousins O'Dwyer Trilogy #2),Aquino Aragon,Lawanda,9.43
1812,He Chose the Nails,Aquino Aragon,Loyce,1.87
1875,Master of the Senate (The Years of Lyndon Johnson #3),Arabadji,Dillie,7.63
1706,Soul Harvest: The World Takes Sides (Left Behind #4),Aranda Nunez,Zola,1.16
1777,Lament: The Faerie Queen's Deception (Books of Faerie #1),Arandia,Jeremiah,9.4
1746,Insatiable (Insatiable #1),Arantekin,Dixie,3.89
1811,The Bluest Eye,Araujo,Alyce,8.13
1847,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet Weight Loss And Long-term Health,Aravena,Nellie,6.51
1923,Kim,Aravena,Tracey,8.92
1725,The Invisible Bridge,Arcangeli,Reilly,6.29
1678,Food Rules: An Eater's Manual,Arce,Chip,2.09
1974,Magic Hour,Arce Riquelme,Genoveva,3.49
1692,Beauty from Pain (Beauty #1),Archip,Carlene,4.61
2003,The Rumor,Archita,Cordella,1.7
1790,My Favorite Mistake (My Favorite Mistake #1),Arcila,Newton,3.68
2003,Zita the Spacegirl (Zita the Spacegirl #1),Arcos,Gregory,1.32
1824,The Silkworm (Cormoran Strike #2),Ardies,Suzan,7.27
1996,The Sisterhood of the Traveling Pants (Sisterhood #1),Ardila Cuervo,Evelin,3.31
1917,The Retribution of Mara Dyer (Mara Dyer #3),Ardila Cuervo,Theda,9.42
1813,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Arechavaleta,Irva,7.99
1898,The Murder of Roger Ackroyd (Hercule Poirot #4),Arevalo,Belen,8.66
1742,Goodnight Moon,Arfaoui,Trever,4.15
1973,Battle Cry of Freedom,Argeri,Elvin,2.07
1902,Tales of Ordinary Madness,Arginbayeva,Aniyah,1.04
1743,The Terror,Arias Manjon,Anita,2.21
1817,The Soldier's Wife,Ariyana,Fanny,3.39
1896,I Capture the Castle,Arkbrant,Christopher,1.51
1867,Gregor and the Marks of Secret (Underland Chronicles #4),Armet Sanpere,Manuela,7.84
1877,I Am Number Four (Lorien Legacies #1),Armet Sanpere,Melvin,3.23
1697,The Walking Dead Compendium 1,Armienta,Kael,9.13
1662,Catch-22,Armitano,Lex,9.29
1983,The Silent Girl (Rizzoli & Isles #9),Armitano,Lutie,8.09
1704,Great North Road,Armstrong,Jamil,1.47
1788,Twelfth Grade Kills (The Chronicles of Vladimir Tod #5),Armstrong,Meg,6.88
2013,We Should All Be Feminists,Arn,Buelah,4.83
1898,Outliers: The Story of Success,Arnaout,Brenden,1.91
1954,A Bite to Remember (Argeneau #5),Arnaout,Budd,4.02
2019,The Lost Hero (The Heroes of Olympus #1),Arnaout,Sylvia,5.32
1959,The Two Towers (The Lord of the Rings #2),Arnaud,Annamae,6.49
1779,Kushiel's Avatar (Phèdre's Trilogy #3),Arnaud,Marcelo,6.74
1802,Defiance (Significance #3),Arnez  Mercado,Dorothea,6.31
1893,Turning Angel,Arnold,Dondre,2.53
1933,My Soul to Save (Soul Screamers #2),Arphanukul,Chaney,3.62
1777,Homecoming (Tillerman Cycle #1),Arrangoiz,Jacob,4.92
1804,Size 12 Is Not Fat (Heather Wells #1),Arrangoiz,Jessica,3.61
1788,The Mill on the Floss,Arreola,Sherree,9.28
1963,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,Arribas,Blair,1.82
1895,Absent In The Spring,Arroyo Vergara,America,9.18
1688,The Bedwetter: Stories of Courage Redemption and Pee,Arroyo Vergara,Sylvanus,2.06
1786,Being and Time,Arruabarrena,Desmond,6.71
1652,Absolute Fear (New Orleans #4),Arruabarrena Vecino,Elaine,8.97
1686,The Short Stories,Arsic,Florrie,6.12
1836,Chopsticks,Arsic,Riya,1.17
1687,Drama,Arslan,Shardae,3.99
1728,The Sailor Who Fell from Grace with the Sea,Artaza Martin,Jeannine,3.36
1768,A Year in Provence,Artemova,Regan,3.97
1983,Everyone Brave is Forgiven,Arthur,Denita,9.63
1687,Witches Abroad (Discworld #12; Witches #3),Arutyunova,Earnestine,1.61
2010,Ida B. . . and Her Plans to Maximize Fun Avoid Disaster and (Possibly) Save the World,Arvidsson,Nasir,2.56
1973,The Dark Tower (The Dark Tower #7),Aryani,Odette,9.43
1683,The Illustrated Mum,Asagoe,Trace,5.4
2004,The Outcasts (Brotherband Chronicles #1),Asatrian,Maybelle,4.11
2007,One Good Turn (Jackson Brodie #2),Asberg,Katlynn,5.71
1673,Cross Country (Alex Cross #14),Asciak,Irven,4.73
1942,The Twelve Caesars,Asensos,Dove,7.15
1672,Airborn (Matt Cruse #1),Asghar,Lenord,3.66
2004,Phantom (Sword of Truth #10),Ashley,Diandra,4.57
1748,A Walk Across the Sun,Ashley,Rillie,1.25
1688,The Saggy Baggy Elephant (A Little Golden Book),Asimova,Eloy,3.41
2021,Revelations (Blue Bloods #3),Asimova,Roosevelt,4.74
1748,Batman: The Man Who Laughs,Asis Espuche,Kareem,5.87
1700,Big Brother,Askew,Bryant,8.02
1942,The Language of Flowers,Askew,Charlie,6.65
1661,Hush Hush (Hush Hush #1),Askew,Agusta,2.22
1675,That Old Cape Magic,Askew,Sharlene,8.71
1980,The Ice Limit (Ice Limit #1),Assal,Demetrios,8.75
1921,Vampireville (Vampire Kisses #3),Asteri,Carrie,7.69
1977,5 cm,Asteri,Jarred,7.31
1776,Job: A Comedy of Justice,Asteri,Miracle,3.63
1869,First They Killed My Father: A Daughter of Cambodia Remembers,Astrini,Roseann,5.14
1898,The Enchantress (The Secrets of the Immortal Nicholas Flamel #6),Astrogo,Dossie,6.7
1921,The Wayfarer Redemption (Wayfarer Redemption #1),Astrogo,Shayne,6.58
1899,Orange Is the New Black,Asuaje,Brittnee,4.19
1810,Renegade's Magic (Soldier Son #3),Ates,Janell,2.33
1675,The Royal Ranger (Ranger's Apprentice #12),Athanasiadis,Elden,9.33
1979,Incarnate (Newsoul #1),Atlan,Leah,7.03
1680,The Codex,Atlan,Twyla,1.48
1832,Anne Frank : The Biography,Attia Abdalla,Malcom,7.6
1902,Anti-Stepbrother,Attili Pereira,Assunta,7.18
1969,The Atlantis Gene (The Origin Mystery #1),Atzori,Devontae,6.57
1737,First Comes Love,Atzori,Alexandrea,3.25
2012,Awakening the Buddha Within: Tibetan Wisdom for the Western World,Atzori,Machelle,6.34
1802,Once We Were Brothers,Aubet,Carley,6.66
1791,Ripper,Aubone,Bettyjane,4.21
1755,The Known World,Audra,Ottie,6.87
1743,A Good Yarn (Blossom Street #2),Audrina,Marely,7.78
1935,The Aleph and Other Stories ,Auer,Ebert,1.5
1877,Motherless Brooklyn,Auer,Lutie,7.35
1912,Salt: A World History,Auer,Reese,5.87
1925,Ballet Shoes (Shoes #1),Auer,Reuben,3.16
1867,Sophie & Carter,Aulana,Markus,4.03
1909,The Zahir,Aureli,Judge,2.41
2013,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Aureli,Kenia,4.44
1905,Shatterproof (The 39 Clues: Cahills vs. Vespers #4),Auroux,Noble,1.14
1862,The Pioneer Woman Cooks: Food from My Frontier ,Austin,Merl,1.47
1954,Batman and Son,Avakova,Mable,1.43
1938,Sputnik Sweetheart,Avdiyenko,Deandra,3.24
1748,Made in America: An Informal History of the English Language in the United States,Avdzhiyan,Canyon,6.12
1716,Life of Pi,Avgeri,Carson,1.98
1671,Big Red (Big Red #1),Avgerinos,Kailyn,5.42
1733,Saga Vol. 3 (Saga #3),Aviles,Jere,4.32
1805,The History of Sexuality Volume 1: An Introduction,Aviles,Karie,6.95
1914,True Blue,Aviles,Mettie,5.56
1731,Earth Abides,Aviles,Zelda,6.54
1677,Lady Cottington's Pressed Fairy Book,Avirvarei,Jere,1.57
1880,The Dovekeepers,Avis,Kaila,9.58
1803,Gentlemen of the Road,Avis,Susana,9.14
1919,Flesh and Blood (Kay Scarpetta #22),Avola,Michal,4.52
1877,All My Sons,Avram,Ilda,3.96
1761,Close Range,Avvantaggiati,Jeramy,6.94
1695,Shutter Island,Axmedova,Caldonia,1.7
1763,Blood Cross (Jane Yellowrock #2),Ay,Pallie,1.25
1960,Dewey: The Small-Town Library Cat Who Touched the World,Ayala,Genevieve,1.88
1987,The Railway Children,Ayala Villacorta,Antonia,5.23
1696,One Flew Over the Cuckoo's Nest,Ayassamy,Tavaris,8.21
1986,Deadline (Newsflesh Trilogy #2),Ayegbusi,Alijah,6.93
